RMU_NO,ZENON_GSS-FID,ZENON_signal_name,ZENON_DOT_NO,ADMS_GSS-FID,ADMS_signal_name,ADMS_DOT_NO
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_ST_GND,1003,JED-NTH ABH AH313,30905 KQ1 state,1003
30905,JED-NTH-FRSH-37,30905_Y2-RMU30896_ST_LOCK,1004,JED-NTH ABH AH313,30905 Y2/Lock/Unlock indication value,1004
30905,JED-NTH-FRSH-37,30905_Y2-RMU30896_ST_GND,1005,JED-NTH ABH AH313,30905 KY2 state,1005
30905,JED-NTH-FRSH-37,30905_BATT_LOW,1008,JED-NTH ABH AH313,30905 Battery low value,1008
30905,JED-NTH-FRSH-37,30905_GAS_LOW,1009,JED-NTH ABH AH313,30905 Gas low value,1009
30905,JED-NTH-FRSH-37,30905_AC_FAIL,1010,JED-NTH ABH AH313,30905 AC power fail value,1010
30905,JED-NTH-FRSH-37,30905_DOOR_OPENED,1011,JED-NTH ABH AH313,30905 Door open value,1011
30905,JED-NTH-FRSH-37,30905_DC_ST,1012,JED-NTH ABH AH313,30905 DC power fail value,1012
30905,JED-NTH-FRSH-37,30905_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH313,30905 Motor circuit fail value,1013
30905,JED-NTH-FRSH-37,30905_RTU_FAIL,1277,JED-NTH ABH AH313,30905 RTU Self diagnostic value,1277
30905,JED-NTH-FRSH-37,30905_EFI,1278,JED-NTH ABH AH313,30905 EFI (Fault indication) value,1278
30905,JED-NTH-FRSH-37,30905_PROT_HEALTH,1279,JED-NTH ABH AH313,30905 Protection Health value,1279
30905,JED-NTH-FRSH-37,30905_PROT_TRIP_EFI,1280,JED-NTH ABH AH313,30905 Protection Trip (Earth fault) value,1280
30905,JED-NTH-FRSH-37,30905_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH313,30905 Protection Trip (Phase fault) value,1281
30905,JED-NTH-FRSH-37,30905_Y1-RMU30817_ST,11000,JED-NTH ABH AH313,30905 Y1 state,11000
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_ST,11001,JED-NTH ABH AH313,30905 Q1 state,11001
30905,JED-NTH-FRSH-37,30905_Y2-RMU30896_ST,11002,JED-NTH ABH AH313,30905 Y2 state,11002
30905,JED-NTH-FRSH-37,30905_LR,11004,JED-NTH ABH AH313,30905 Remote/Local value,11004
30905,JED-NTH-FRSH-37,30905_Y1-RMU30817_AMP_A,13015,JED-NTH ABH AH313,30905 Y1 i_a_value(A),13015
30905,JED-NTH-FRSH-37,30905_Y1-RMU30817_AMP_B,13016,JED-NTH ABH AH313,30905 Y1 i_b_value(A),13016
30905,JED-NTH-FRSH-37,30905_Y1-RMU30817_AMP_C,13017,JED-NTH ABH AH313,30905 Y1 i_c_value(A),13017
30905,JED-NTH-FRSH-37,30905_Y1-RMU30817_AMP_N,13018,JED-NTH ABH AH313,30905 Y1 i_n_value(A),13018
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_AMP_A,13019,JED-NTH ABH AH313,30905 Q1 i_a_value(A),13019
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_AMP_B,13020,JED-NTH ABH AH313,30905 Q1 i_b_value(A),13020
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_AMP_C,13021,JED-NTH ABH AH313,30905 Q1 i_c_value(A),13021
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_AMP_N,13022,JED-NTH ABH AH313,30905 Q1 i_n_value(A),13022
30905,JED-NTH-FRSH-37,30905_Y2-RMU30896_AMP_A,13023,JED-NTH ABH AH313,30905 Y2 i_a_value(A),13023
30905,JED-NTH-FRSH-37,30905_Y2-RMU30896_AMP_B,13024,JED-NTH ABH AH313,30905 Y2 i_b_value(A),13024
30905,JED-NTH-FRSH-37,30905_Y2-RMU30896_AMP_C,13025,JED-NTH ABH AH313,30905 Y2 i_c_value(A),13025
30905,JED-NTH-FRSH-37,30905_Y2-RMU30896_AMP_N,13026,JED-NTH ABH AH313,30905 Y2 i_n_value(A),13026
30905,,,,JED-NTH ABH AH313,30905 Y1 S(kVA),13057
30905,,,,JED-NTH ABH AH313,30905 Y1 P(kW),13058
30905,,,,JED-NTH ABH AH313,30905 Y1 Q(kVar),13059
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_VOLT_A,13060,JED-NTH ABH AH313,30905 Q1 u_ab_value(kV),13060
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_VOLT_B,13061,JED-NTH ABH AH313,30905 Q1 u_bc_value(kV),13061
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_VOLT_C,13062,JED-NTH ABH AH313,30905 Q1 u_ca_value(kV),13062
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_VOLT_N,13063,JED-NTH ABH AH313,30905 Q1 u_n_value(kV),13063
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_KVA,13064,JED-NTH ABH AH313,30905 Q1 S(kVA),13064
30905,JED-NTH-FRSH-37,30905_Y1-RMU30817_KVA,13064,,,
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_KW,13065,JED-NTH ABH AH313,30905 Q1 P(kW),13065
30905,JED-NTH-FRSH-37,30905_Y1-RMU30817_KW,13065,,,
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_KVAR,13066,JED-NTH ABH AH313,30905 Q1 Q(kVar),13066
30905,JED-NTH-FRSH-37,30905_Y1-RMU30817_KVAR,13066,,,
30905,JED-NTH-FRSH-37,30905_TR1-RMU30905_PF,13067,JED-NTH ABH AH313,30905 Q1 Power factor,13067
30905,,,,JED-NTH ABH AH313,30905 Y2 S(kVA),13068
30905,,,,JED-NTH ABH AH313,30905 Y2 P(kW),13069
30905,,,,JED-NTH ABH AH313,30905 Y2 Q(kVar),13070
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_CMD,1,JED-NTH ABH AH312,30907 Y1 CMD,1
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_CMD,5,JED-NTH ABH AH312,30907 Y2 CMD,5
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_CMD,9,JED-NTH ABH AH312,30907 Q1 CMD,9
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_CMD,13,JED-NTH ABH AH312,30907 Y3 CMD,13
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_ST_LOCK,1000,JED-NTH ABH AH312,30907 Y1/Lock/Unlock indication value,1000
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_ST_GND,1001,JED-NTH ABH AH312,30907 KY1 state,1001
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_ST_LOCK,1002,JED-NTH ABH AH312,30907 Y2/Lock/Unlock indication value,1002
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_ST_GND,1003,JED-NTH ABH AH312,30907 KY2 state,1003
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_ST_LOCK,1004,JED-NTH ABH AH312,30907 Q1/Lock/Unlock indication value,1004
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_ST_GND,1005,JED-NTH ABH AH312,30907 KQ1 state,1005
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_ST_LOCK,1006,JED-NTH ABH AH312,30907 Y3/Lock/Unlock indication value,1006
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_ST_GND,1007,JED-NTH ABH AH312,30907 KY3 state,1007
30907,JED-NTH-FRSH-37,30907_BATT_LOW,1008,JED-NTH ABH AH312,30907 Battery low value,1008
30907,JED-NTH-FRSH-37,30907_GAS_LOW,1009,JED-NTH ABH AH312,30907 Gas low value,1009
30907,JED-NTH-FRSH-37,30907_AC_FAIL,1010,JED-NTH ABH AH312,30907 AC power fail value,1010
30907,JED-NTH-FRSH-37,30907_DOOR_OPENED,1011,JED-NTH ABH AH312,30907 Door open value,1011
30907,JED-NTH-FRSH-37,30907_DC_ST,1012,JED-NTH ABH AH312,30907 DC power fail value,1012
30907,JED-NTH-FRSH-37,30907_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH312,30907 Motor circuit fail value,1013
30907,JED-NTH-FRSH-37,30907_RTU_FAIL,1277,JED-NTH ABH AH312,30907 RTU Self diagnostic value,1277
30907,JED-NTH-FRSH-37,30907_EFI,1278,JED-NTH ABH AH312,30907 EFI (Fault indication) value,1278
30907,JED-NTH-FRSH-37,30907_PROT_HEALTH,1279,JED-NTH ABH AH312,30907 Protection Health value,1279
30907,JED-NTH-FRSH-37,30907_PROT_TRIP_EFI,1280,JED-NTH ABH AH312,30907 Protection Trip (Earth fault) value,1280
30907,JED-NTH-FRSH-37,30907_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH312,30907 Protection Trip (Phase fault) value,1281
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_ST,11000,JED-NTH ABH AH312,30907 Y1 state,11000
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_ST,11001,JED-NTH ABH AH312,30907 Y2 state,11001
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_ST,11002,JED-NTH ABH AH312,30907 Q1 state,11002
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_ST,11003,JED-NTH ABH AH312,30907 Y3 state,11003
30907,JED-NTH-FRSH-37,30907_LR,11004,JED-NTH ABH AH312,30907 Remote/Local value,11004
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_AMP_A,13015,JED-NTH ABH AH312,30907 Y1 i_a_value(A),13015
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_AMP_B,13016,JED-NTH ABH AH312,30907 Y1 i_b_value(A),13016
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_AMP_C,13017,JED-NTH ABH AH312,30907 Y1 i_c_value(A),13017
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_AMP_N,13018,JED-NTH ABH AH312,30907 Y1 i_n_value(A),13018
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_AMP_A,13019,JED-NTH ABH AH312,30907 Y2 i_a_value(A),13019
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_AMP_B,13020,JED-NTH ABH AH312,30907 Y2 i_b_value(A),13020
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_AMP_C,13021,JED-NTH ABH AH312,30907 Y2 i_c_value(A),13021
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_AMP_N,13022,JED-NTH ABH AH312,30907 Y2 i_n_value(A),13022
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_AMP_A,13023,JED-NTH ABH AH312,30907 Q1 i_a_value(A),13023
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_AMP_B,13024,JED-NTH ABH AH312,30907 Q1 i_b_value(A),13024
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_AMP_C,13025,JED-NTH ABH AH312,30907 Q1 i_c_value(A),13025
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_AMP_N,13026,JED-NTH ABH AH312,30907 Q1 i_n_value(A),13026
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_AMP_A,13027,JED-NTH ABH AH312,30907 Y3 i_a_value(A),13027
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_AMP_B,13028,JED-NTH ABH AH312,30907 Y3 i_b_value(A),13028
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_AMP_C,13029,JED-NTH ABH AH312,30907 Y3 i_c_value(A),13029
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_AMP_N,13030,JED-NTH ABH AH312,30907 Y3 i_n_value(A),13030
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_KVA,13057,JED-NTH ABH AH312,30907 Y1 S(kVA),13057
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_KW,13058,JED-NTH ABH AH312,30907 Y1 P(kW),13058
30907,JED-NTH-FRSH-37,30907_Y1-RMU30821_KVAR,13059,JED-NTH ABH AH312,30907 Y1 Q(kVar),13059
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_KVA,13060,JED-NTH ABH AH312,30907 Y2 S(kVA),13060
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_KW,13061,JED-NTH ABH AH312,30907 Y2 P(kW),13061
30907,JED-NTH-FRSH-37,30907_Y2-RMU30849_KVAR,13062,JED-NTH ABH AH312,30907 Y2 Q(kVar),13062
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_VOLT_A,13063,JED-NTH ABH AH312,30907 Q1 u_ab_value(kV),13063
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_VOLT_B,13064,JED-NTH ABH AH312,30907 Q1 u_bc_value(kV),13064
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_VOLT_C,13065,JED-NTH ABH AH312,30907 Q1 u_ca_value(kV),13065
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_VOLT_N,13066,JED-NTH ABH AH312,30907 Q1 u_n_value(kV),13066
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_KVA,13067,JED-NTH ABH AH312,30907 Q1 S(kVA),13067
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_KW,13068,JED-NTH ABH AH312,30907 Q1 P(kW),13068
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_KVAR,13069,JED-NTH ABH AH312,30907 Q1 Q(kVar),13069
30907,JED-NTH-FRSH-37,30907_TR1-RMU30907_PF,13070,JED-NTH ABH AH312,30907 Q1 Power factor,13070
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_KVA,13071,JED-NTH ABH AH312,30907 Y3 S(kVA),13071
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_KW,13072,JED-NTH ABH AH312,30907 Y3 P(kW),13072
30907,JED-NTH-FRSH-37,30907_Y3-RMU30840_KVAR,13073,JED-NTH ABH AH312,30907 Y3 Q(kVar),13073
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_CMD,1,JED-NTH ABH AH313,30911 Y1 CMD,1
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_CMD,5,JED-NTH ABH AH313,30911 Q1 CMD,5
30911,JED-NTH-FRSH-37,30911_Y2-RMU30835_CMD,9,JED-NTH ABH AH313,30911 Y2 CMD,9
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_ST_LOCK,1000,JED-NTH ABH AH313,30911 Y1/Lock/Unlock indication value,1000
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_ST_GND,1001,JED-NTH ABH AH313,30911 KY1 state,1001
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_ST_LOCK,1002,JED-NTH ABH AH313,30911 Q1/Lock/Unlock indication value,1002
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_ST_GND,1003,JED-NTH ABH AH313,30911 KQ1 state,1003
30911,JED-NTH-FRSH-37,30911_Y2-RMU30835_ST_LOCK,1004,JED-NTH ABH AH313,30911 Y2/Lock/Unlock indication value,1004
30911,JED-NTH-FRSH-37,30911_Y2-RMU30835_ST_GND,1005,JED-NTH ABH AH313,30911 KY2 state,1005
30911,JED-NTH-FRSH-37,30911_BATT_LOW,1008,JED-NTH ABH AH313,30911 Battery low value,1008
30911,JED-NTH-FRSH-37,30911_GAS_LOW,1009,JED-NTH ABH AH313,30911 Gas low value,1009
30911,JED-NTH-FRSH-37,30911_AC_FAIL,1010,JED-NTH ABH AH313,30911 AC power fail value,1010
30911,JED-NTH-FRSH-37,30911_DOOR_OPENED,1011,JED-NTH ABH AH313,30911 Door open value,1011
30911,JED-NTH-FRSH-37,30911_DC_ST,1012,JED-NTH ABH AH313,30911 DC power fail value,1012
30911,JED-NTH-FRSH-37,30911_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH313,30911 Motor circuit fail value,1013
30911,JED-NTH-FRSH-37,30911_RTU_FAIL,1277,JED-NTH ABH AH313,30911 RTU Self diagnostic value,1277
30911,JED-NTH-FRSH-37,30911_EFI,1278,JED-NTH ABH AH313,30911 EFI (Fault indication) value,1278
30911,JED-NTH-FRSH-37,30911_PROT_HEALTH,1279,JED-NTH ABH AH313,30911 Protection Health value,1279
30911,JED-NTH-FRSH-37,30911_PROT_TRIP_EFI,1280,JED-NTH ABH AH313,30911 Protection Trip (Earth fault) value,1280
30911,JED-NTH-FRSH-37,30911_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH313,30911 Protection Trip (Phase fault) value,1281
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_ST,11000,JED-NTH ABH AH313,30911 Y1 state,11000
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_ST,11001,JED-NTH ABH AH313,30911 Q1 state,11001
30911,JED-NTH-FRSH-37,30911_Y2-RMU30835_ST,11002,JED-NTH ABH AH313,30911 Y2 state,11002
30911,JED-NTH-FRSH-37,30911_LR,11004,JED-NTH ABH AH313,30911 Remote/Local value,11004
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_AMP_A,13015,JED-NTH ABH AH313,30911 Y1 i_a_value(A),13015
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_AMP_B,13016,JED-NTH ABH AH313,30911 Y1 i_b_value(A),13016
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_AMP_C,13017,JED-NTH ABH AH313,30911 Y1 i_c_value(A),13017
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_AMP_N,13018,JED-NTH ABH AH313,30911 Y1 i_n_value(A),13018
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_AMP_A,13019,JED-NTH ABH AH313,30911 Q1 i_a_value(A),13019
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_AMP_B,13020,JED-NTH ABH AH313,30911 Q1 i_b_value(A),13020
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_AMP_C,13021,JED-NTH ABH AH313,30911 Q1 i_c_value(A),13021
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_AMP_N,13022,JED-NTH ABH AH313,30911 Q1 i_n_value(A),13022
30911,JED-NTH-FRSH-37,30911_Y2-RMU30835_AMP_A,13023,JED-NTH ABH AH313,30911 Y2 i_a_value(A),13023
30911,JED-NTH-FRSH-37,30911_Y2-RMU30835_AMP_B,13024,JED-NTH ABH AH313,30911 Y2 i_b_value(A),13024
30911,JED-NTH-FRSH-37,30911_Y2-RMU30835_AMP_C,13025,JED-NTH ABH AH313,30911 Y2 i_c_value(A),13025
30911,JED-NTH-FRSH-37,30911_Y2-RMU30835_AMP_N,13026,JED-NTH ABH AH313,30911 Y2 i_n_value(A),13026
30911,,,,JED-NTH ABH AH313,30911 Y1 S(kVA),13057
30911,,,,JED-NTH ABH AH313,30911 Y1 P(kW),13058
30911,,,,JED-NTH ABH AH313,30911 Y1 Q(kVar),13059
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_VOLT_A,13060,JED-NTH ABH AH313,30911 Q1 u_ab_value(kV),13060
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_VOLT_B,13061,JED-NTH ABH AH313,30911 Q1 u_bc_value(kV),13061
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_VOLT_C,13062,JED-NTH ABH AH313,30911 Q1 u_ca_value(kV),13062
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_VOLT_N,13063,JED-NTH ABH AH313,30911 Q1 u_n_value(kV),13063
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_KVA,13064,JED-NTH ABH AH313,30911 Q1 S(kVA),13064
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_KVA,13064,,,
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_KW,13065,JED-NTH ABH AH313,30911 Q1 P(kW),13065
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_KW,13065,,,
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_KVAR,13066,JED-NTH ABH AH313,30911 Q1 Q(kVar),13066
30911,JED-NTH-FRSH-37,30911_Y1-RMU30826_KVAR,13066,,,
30911,JED-NTH-FRSH-37,30911_TR1-RMU30911_PF,13067,JED-NTH ABH AH313,30911 Q1 Power factor,13067
30911,,,,JED-NTH ABH AH313,30911 Y2 S(kVA),13068
30911,,,,JED-NTH ABH AH313,30911 Y2 P(kW),13069
30911,,,,JED-NTH ABH AH313,30911 Y2 Q(kVar),13070
31241,JED-NTH-ABN-30,31241_Y1-RMU33493_CMD,1,JED-NTH ABH AH308,31241 Y1 CMD,1
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_CMD,5,JED-NTH ABH AH308,31241 Q1 CMD,5
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_CMD,9,JED-NTH ABH AH308,31241 Y2 CMD,9
31241,JED-NTH-ABN-30,31241_Y1-RMU33493_ST_LOCK,1000,JED-NTH ABH AH308,31241 Y1/Lock/Unlock indication value,1000
31241,JED-NTH-ABN-30,31241_Y1-RMU33493_ST_GND,1001,JED-NTH ABH AH308,31241 KY1 state,1001
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_ST_LOCK,1002,JED-NTH ABH AH308,31241 Q1/Lock/Unlock indication value,1002
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_ST_GND,1003,JED-NTH ABH AH308,31241 KQ1 state,1003
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_ST_LOCK,1004,JED-NTH ABH AH308,31241 Y2/Lock/Unlock indication value,1004
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_ST_GND,1005,JED-NTH ABH AH308,31241 KY2 state,1005
31241,JED-NTH-ABN-30,31241_BATT_LOW,1008,JED-NTH ABH AH308,31241 Battery low value,1008
31241,JED-NTH-ABN-30,31241_GAS_LOW,1009,JED-NTH ABH AH308,31241 Gas low value,1009
31241,JED-NTH-ABN-30,31241_AC_FAIL,1010,JED-NTH ABH AH308,31241 AC power fail value,1010
31241,JED-NTH-ABN-30,31241_DOOR_OPENED,1011,JED-NTH ABH AH308,31241 Door open value,1011
31241,JED-NTH-ABN-30,31241_DC_ST,1012,JED-NTH ABH AH308,31241 DC power fail value,1012
31241,JED-NTH-ABN-30,31241_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH308,31241 Motor circuit fail value,1013
31241,JED-NTH-ABN-30,31241_RTU_FAIL,1277,JED-NTH ABH AH308,31241 RTU Self diagnostic value,1277
31241,JED-NTH-ABN-30,31241_EFI,1278,JED-NTH ABH AH308,31241 EFI (Fault indication) value,1278
31241,JED-NTH-ABN-30,31241_PROT_HEALTH,1279,JED-NTH ABH AH308,31241 Protection Health value,1279
31241,JED-NTH-ABN-30,31241_PROT_TRIP_EFI,1280,JED-NTH ABH AH308,31241 Protection Trip (Earth fault) value,1280
31241,JED-NTH-ABN-30,31241_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH308,31241 Protection Trip (Phase fault) value,1281
31241,JED-NTH-ABN-30,31241_Y1-RMU33493_ST,11000,JED-NTH ABH AH308,31241 Y1 state,11000
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_ST,11001,JED-NTH ABH AH308,31241 Q1 state,11001
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_ST,11002,JED-NTH ABH AH308,31241 Y2 state,11002
31241,JED-NTH-ABN-30,31241_LR,11004,JED-NTH ABH AH308,31241 Remote/Local value,11004
31241,JED-NTH-ABN-30,31241_Y1-RMU33493_AMP_A,13015,JED-NTH ABH AH308,31241 Y1 i_a_value(A),13015
31241,JED-NTH-ABN-30,31241_Y1-RMU33493_AMP_B,13016,JED-NTH ABH AH308,31241 Y1 i_b_value(A),13016
31241,JED-NTH-ABN-30,31241_Y1-RMU33493_AMP_C,13017,JED-NTH ABH AH308,31241 Y1 i_c_value(A),13017
31241,JED-NTH-ABN-30,31241_Y1-RMU33493_AMP_N,13018,JED-NTH ABH AH308,31241 Y1 i_n_value(A),13018
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_AMP_A,13019,JED-NTH ABH AH308,31241 Q1 i_a_value(A),13019
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_AMP_B,13020,JED-NTH ABH AH308,31241 Q1 i_b_value(A),13020
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_AMP_C,13021,JED-NTH ABH AH308,31241 Q1 i_c_value(A),13021
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_AMP_N,13022,JED-NTH ABH AH308,31241 Q1 i_n_value(A),13022
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_AMP_A,13023,JED-NTH ABH AH308,31241 Y2 i_a_value(A),13023
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_AMP_B,13024,JED-NTH ABH AH308,31241 Y2 i_b_value(A),13024
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_AMP_C,13025,JED-NTH ABH AH308,31241 Y2 i_c_value(A),13025
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_AMP_N,13026,JED-NTH ABH AH308,31241 Y2 i_n_value(A),13026
31241,,,,JED-NTH ABH AH308,31241 Y1 S(kVA),13057
31241,,,,JED-NTH ABH AH308,31241 Y1 P(kW),13058
31241,,,,JED-NTH ABH AH308,31241 Y1 Q(kVar),13059
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_VOLT_A,13060,JED-NTH ABH AH308,31241 Q1 u_ab_value(kV),13060
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_VOLT_B,13061,JED-NTH ABH AH308,31241 Q1 u_bc_value(kV),13061
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_VOLT_C,13062,JED-NTH ABH AH308,31241 Q1 u_ca_value(kV),13062
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_VOLT_N,13063,JED-NTH ABH AH308,31241 Q1 u_n_value(kV),13063
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_KVA,13064,JED-NTH ABH AH308,31241 Q1 S(kVA),13064
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_KVA,13064,,,
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_KW,13065,JED-NTH ABH AH308,31241 Q1 P(kW),13065
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_KW,13065,,,
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_KVAR,13066,JED-NTH ABH AH308,31241 Q1 Q(kVar),13066
31241,JED-NTH-ABN-30,31241_Y2-RMU10689_KVAR,13066,,,
31241,JED-NTH-ABN-30,31241_TR1-RMU31241_PF,13067,JED-NTH ABH AH308,31241 Q1 Power factor,13067
31241,,,,JED-NTH ABH AH308,31241 Y2 S(kVA),13068
31241,,,,JED-NTH ABH AH308,31241 Y2 P(kW),13069
31241,,,,JED-NTH ABH AH308,31241 Y2 Q(kVar),13070
32919,JED-NTH-JUAS-23,32919_Y1-RMU40170_CMD,1,JED-NTH ABH AH321,32919 Y1 CMD,1
32919,JED-NTH-JUAS-23,32919_TR1-RMU32919_CMD,5,JED-NTH ABH AH321,32919 Q1 CMD,5
32919,JED-NTH-JUAS-23,32919_TR2-RMU32919_CMD,9,JED-NTH ABH AH321,32919 Q2 CMD,9
32919,JED-NTH-JUAS-23,32919_Y2-RMU32937_CMD,13,JED-NTH ABH AH321,32919 Y2 CMD,13
32919,JED-NTH-JUAS-23,32919_Y1-RMU40170_ST_LOCK,1000,JED-NTH ABH AH321,32919 Y1/Lock/Unlock indication value,1000
32919,JED-NTH-JUAS-23,32919_Y1-RMU40170_ST_GND,1001,JED-NTH ABH AH321,32919 KY1 state,1001
32919,JED-NTH-JUAS-23,32919_TR1-RMU32919_ST_LOCK,1002,JED-NTH ABH AH321,32919 Q1/Lock/Unlock indication value,1002
32919,JED-NTH-JUAS-23,32919_TR1-RMU32919_ST_GND,1003,JED-NTH ABH AH321,32919 KQ1 state,1003
32919,JED-NTH-JUAS-23,32919_TR2-RMU32919_ST_LOCK,1004,JED-NTH ABH AH321,32919 Q2/Lock/Unlock indication value,1004
